Customer_ID,LastPurchaseDate,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment
13585.0,2010-06-27 12:33:00,3,684.54,530,1,3,3,133,⚠️ At Risk
13586.0,2010-06-16 13:47:00,1,127.28,540,1,1,1,111,💤 Lost / Need Attention
13587.0,2011-10-07 12:31:00,4,1673.5,63,3,3,4,334,💎 Loyal Customers
13588.0,2011-11-24 10:42:00,9,2478.95,15,5,5,4,554,👑 Champions
13589.0,2011-11-25 12:10:00,6,1120.74,14,5,4,3,543,💎 Loyal Customers
13590.0,2011-11-28 12:54:00,18,6336.04,10,5,5,5,555,👑 Champions
13591.0,2011-10-06 12:26:00,7,2093.94,64,3,4,4,344,💎 Loyal Customers
13592.0,2011-11-04 09:49:00,4,247.96,35,4,3,1,431,💤 Lost / Need Attention
13593.0,2011-08-23 13:35:00,14,5493.29,107,3,5,5,355,💎 Loyal Customers
13594.0,2011-10-18 10:19:00,2,533.32,52,4,2,2,422,📈 Potential Loyalists
13595.0,2010-07-11 12:36:00,3,784.48,516,1,3,3,133,⚠️ At Risk
13596.0,2011-12-04 12:01:00,2,664.11,5,5,2,3,523,📈 Potential Loyalists
13597.0,2010-11-04 14:54:00,2,396.71,399,2,2,2,222,📈 Potential Loyalists
13598.0,2011-10-23 14:28:00,5,761.96,46,4,4,3,443,💎 Loyal Customers
13599.0,2011-12-08 16:10:00,33,9811.04,0,5,5,5,555,👑 Champions
13600.0,2011-01-31 15:27:00,2,518.42,311,2,2,2,222,📈 Potential Loyalists
13601.0,2011-10-25 17:31:00,4,1159.99,44,4,3,3,433,💎 Loyal Customers
13602.0,2011-10-06 11:47:00,4,1025.17,64,3,3,3,333,💎 Loyal Customers
13603.0,2011-11-13 15:57:00,1,164.34,25,4,1,1,411,💤 Lost / Need Attention
13604.0,2010-02-19 12:02:00,1,717.62,658,1,1,3,113,💤 Lost / Need Attention
13605.0,2010-11-17 17:16:00,2,522.67,386,2,2,2,222,📈 Potential Loyalists
13606.0,2011-11-10 17:46:00,3,276.75,28,4,3,1,431,💤 Lost / Need Attention
13607.0,2011-10-30 16:17:00,2,1075.81,39,4,2,3,423,📈 Potential Loyalists
13608.0,2010-06-17 12:28:00,1,232.05,540,1,1,1,111,💤 Lost / Need Attention
13609.0,2010-04-25 13:26:00,1,167.35,592,1,1,1,111,💤 Lost / Need Attention
13610.0,2011-11-27 15:38:00,14,2103.71,11,5,5,4,554,👑 Champions
13611.0,2011-09-11 14:51:00,10,3297.9300000000003,88,3,5,5,355,💎 Loyal Customers
13612.0,2010-03-17 12:14:00,1,818.29,632,1,1,3,113,💤 Lost / Need Attention
13613.0,2010-09-13 12:01:00,5,1039.8500000000001,452,1,4,3,143,⚠️ At Risk
13614.0,2011-11-15 14:47:00,6,2332.74,23,4,4,4,444,👑 Champions
13615.0,2011-01-25 08:21:00,8,6272.53,318,2,4,5,245,📈 Potential Loyalists
13616.0,2010-05-20 12:59:00,2,283.85,567,1,2,1,121,💤 Lost / Need Attention
13617.0,2011-10-30 13:50:00,8,1278.75,39,4,4,4,444,👑 Champions
13618.0,2011-06-19 11:09:00,1,177.34,173,3,1,1,311,💤 Lost / Need Attention
13619.0,2010-06-13 11:39:00,2,224.94,544,1,2,1,121,💤 Lost / Need Attention
13620.0,2010-06-29 15:02:00,1,112.34,527,1,1,1,111,💤 Lost / Need Attention
13621.0,2011-08-15 08:26:00,1,213.85,116,3,1,1,311,💤 Lost / Need Attention
13622.0,2010-01-12 13:22:00,1,658.95,695,1,1,3,113,💤 Lost / Need Attention
13623.0,2011-11-09 12:00:00,10,2533.06,30,4,5,4,454,👑 Champions
13624.0,2010-11-16 13:43:00,1,462.08,387,2,1,2,212,💤 Lost / Need Attention
13625.0,2010-04-22 10:50:00,1,301.26,596,1,1,2,112,💤 Lost / Need Attention
13626.0,2011-04-01 10:05:00,2,707.04,252,2,2,3,223,📈 Potential Loyalists
13627.0,2011-10-11 14:20:00,7,2245.9,58,4,4,4,444,👑 Champions
13628.0,2010-02-01 14:44:00,1,310.14000000000004,675,1,1,2,112,💤 Lost / Need Attention
13629.0,2011-11-16 13:21:00,19,13370.86,22,4,5,5,455,👑 Champions
13630.0,2011-12-04 15:16:00,7,2031.78,4,5,4,4,544,👑 Champions
13631.0,2011-09-01 09:57:00,11,3070.42,99,3,5,5,355,💎 Loyal Customers
13632.0,2011-11-15 10:51:00,8,3645.81,24,4,4,5,445,👑 Champions
13634.0,2011-11-06 13:40:00,16,5033.77,32,4,5,5,455,👑 Champions
13635.0,2011-10-03 10:55:00,4,2999.16,67,3,3,5,335,💎 Loyal Customers
13636.0,2011-11-03 10:30:00,5,949.12,36,4,4,3,443,💎 Loyal Customers
13637.0,2011-10-18 13:32:00,3,804.3,51,4,3,3,433,💎 Loyal Customers
13638.0,2011-11-24 10:38:00,1,122.64,15,5,1,1,511,💤 Lost / Need Attention
13639.0,2011-09-26 13:36:00,2,1346.27,73,3,2,4,324,📈 Potential Loyalists
13640.0,2010-04-07 15:33:00,1,405.0,610,1,1,2,112,💤 Lost / Need Attention
13641.0,2010-03-09 07:37:00,5,1016.47,640,1,4,3,143,⚠️ At Risk
13642.0,2011-05-08 12:34:00,4,472.2,215,2,3,2,232,📈 Potential Loyalists
13643.0,2011-11-08 15:37:00,10,2156.77,30,4,5,4,454,👑 Champions
13644.0,2011-11-23 14:07:00,4,2624.26,15,5,3,4,534,💎 Loyal Customers
13645.0,2011-08-11 16:11:00,1,252.1,119,3,1,1,311,💤 Lost / Need Attention
13646.0,2010-11-05 12:13:00,2,326.25,399,2,2,2,222,📈 Potential Loyalists
13647.0,2011-11-30 12:00:00,8,3041.68,9,5,4,5,545,👑 Champions
13648.0,2010-11-04 14:46:00,8,1764.02,399,2,4,4,244,📈 Potential Loyalists
13649.0,2011-03-28 11:51:00,6,1453.68,256,2,4,4,244,📈 Potential Loyalists
13650.0,2011-11-23 12:22:00,10,3288.0,16,5,5,5,555,👑 Champions
13651.0,2011-11-04 14:59:00,3,226.85,34,4,3,1,431,💤 Lost / Need Attention
13652.0,2011-10-25 08:51:00,5,2262.05,45,4,4,4,444,👑 Champions
13653.0,2010-08-09 08:19:00,1,152.2,487,1,1,1,111,💤 Lost / Need Attention
13654.0,2011-10-27 16:24:00,11,6308.0,42,4,5,5,455,👑 Champions
13655.0,2011-08-17 14:25:00,6,2280.51,113,3,4,4,344,💎 Loyal Customers
13656.0,2011-06-28 10:31:00,4,1078.85,164,3,3,3,333,💎 Loyal Customers
13657.0,2011-11-29 12:32:00,2,382.14,10,5,2,2,522,📈 Potential Loyalists
13658.0,2011-11-30 10:13:00,9,6025.5,9,5,5,5,555,👑 Champions
13659.0,2011-05-18 12:37:00,12,4884.68,205,2,5,5,255,📈 Potential Loyalists
13660.0,2010-11-04 16:10:00,1,306.64,399,2,1,2,212,💤 Lost / Need Attention
13661.0,2010-04-15 14:58:00,1,325.24,602,1,1,2,112,💤 Lost / Need Attention
13662.0,2011-09-15 12:04:00,11,2233.61,85,3,5,4,354,💎 Loyal Customers
13663.0,2011-06-13 15:44:00,5,2047.51,178,3,4,4,344,💎 Loyal Customers
13665.0,2010-11-18 13:06:00,3,1711.6599999999999,385,2,3,4,234,📈 Potential Loyalists
13666.0,2011-10-10 15:39:00,5,127.89999999999999,59,3,4,1,341,💤 Lost / Need Attention
13667.0,2011-07-13 15:42:00,1,299.05,148,3,1,2,312,💤 Lost / Need Attention
13668.0,2011-12-07 12:11:00,35,12948.48,2,5,5,5,555,👑 Champions
13669.0,2011-10-20 09:32:00,3,413.55,50,4,3,2,432,📈 Potential Loyalists
13670.0,2011-09-25 15:25:00,1,349.7,74,3,1,2,312,💤 Lost / Need Attention
13671.0,2010-11-10 10:50:00,1,172.6,394,2,1,1,211,💤 Lost / Need Attention
13672.0,2011-02-11 13:53:00,3,419.92,300,2,3,2,232,📈 Potential Loyalists
13673.0,2011-11-21 12:11:00,2,387.44,18,5,2,2,522,📈 Potential Loyalists
13674.0,2010-10-03 10:41:00,1,240.68,432,1,1,1,111,💤 Lost / Need Attention
13675.0,2011-07-11 12:57:00,2,486.82000000000005,150,3,2,2,322,📈 Potential Loyalists
13676.0,2010-06-18 17:30:00,2,243.9,538,1,2,1,121,💤 Lost / Need Attention
13677.0,2010-10-31 11:32:00,2,551.24,404,2,2,2,222,📈 Potential Loyalists
13678.0,2011-07-11 10:14:00,1,232.6,151,3,1,1,311,💤 Lost / Need Attention
13679.0,2010-08-03 12:13:00,3,281.26,493,1,3,1,131,💤 Lost / Need Attention
13680.0,2011-12-08 13:47:00,12,11419.67,0,5,5,5,555,👑 Champions
13681.0,2011-11-22 11:13:00,4,827.83,17,5,3,3,533,💎 Loyal Customers
13682.0,2011-06-05 14:06:00,1,59.5,186,3,1,1,311,💤 Lost / Need Attention
13683.0,2010-09-08 10:00:00,1,258.6,457,1,1,1,111,💤 Lost / Need Attention
13684.0,2011-02-27 10:13:00,4,594.88,285,2,3,2,232,📈 Potential Loyalists
13685.0,2011-12-07 11:41:00,7,3119.44,2,5,4,5,545,👑 Champions
13686.0,2011-06-10 09:10:00,3,409.04,182,3,3,2,332,📈 Potential Loyalists
13687.0,2010-09-27 16:30:00,1,11880.84,437,1,1,5,115,💤 Lost / Need Attention
13688.0,2010-03-14 14:11:00,1,375.5,634,1,1,2,112,💤 Lost / Need Attention
13689.0,2011-10-07 13:21:00,2,1259.5,62,3,2,4,324,📈 Potential Loyalists
13690.0,2011-10-11 15:03:00,1,172.25,58,4,1,1,411,💤 Lost / Need Attention
13691.0,2010-11-08 17:34:00,1,212.78,395,2,1,1,211,💤 Lost / Need Attention
13692.0,2011-11-15 11:17:00,5,3114.4,24,4,4,5,445,👑 Champions
13693.0,2010-11-30 18:21:00,9,2011.82,373,2,5,4,254,📈 Potential Loyalists
13694.0,2011-12-06 09:32:00,143,195640.69,3,5,5,5,555,👑 Champions
13695.0,2011-11-08 14:26:00,16,2770.73,30,4,5,4,454,👑 Champions
13696.0,2010-10-14 09:44:00,3,2020.4,421,1,3,4,134,⚠️ At Risk
13697.0,2011-11-01 09:14:00,1,151.29999999999998,38,4,1,1,411,💤 Lost / Need Attention
13698.0,2010-04-22 11:52:00,2,451.73,596,1,2,2,122,💤 Lost / Need Attention
13699.0,2011-07-07 16:51:00,2,764.15,154,3,2,3,323,📈 Potential Loyalists
13700.0,2011-11-13 13:00:00,13,2596.9700000000003,25,4,5,4,454,👑 Champions
13701.0,2010-09-19 12:39:00,1,161.0,446,1,1,1,111,💤 Lost / Need Attention
13702.0,2010-09-20 11:40:00,1,135.18,445,1,1,1,111,💤 Lost / Need Attention
13703.0,2011-01-25 13:10:00,2,425.56,317,2,2,2,222,📈 Potential Loyalists
13704.0,2011-12-04 15:13:00,9,2308.06,4,5,5,4,554,👑 Champions
13705.0,2011-12-02 12:32:00,7,1717.19,7,5,4,4,544,👑 Champions
13706.0,2011-02-10 09:21:00,2,631.17,302,2,2,3,223,📈 Potential Loyalists
13707.0,2011-03-17 18:03:00,5,3365.86,266,2,4,5,245,📈 Potential Loyalists
13708.0,2011-03-13 13:46:00,1,285.33,270,2,1,1,211,💤 Lost / Need Attention
13709.0,2011-12-06 10:28:00,18,7571.35,3,5,5,5,555,👑 Champions
13710.0,2011-11-08 08:16:00,3,509.52,31,4,3,2,432,📈 Potential Loyalists
13711.0,2011-05-05 10:31:00,9,1792.26,218,2,5,4,254,📈 Potential Loyalists
13712.0,2011-04-07 12:33:00,2,766.42,246,2,2,3,223,📈 Potential Loyalists
13713.0,2010-10-27 16:18:00,3,740.76,407,2,3,3,233,📈 Potential Loyalists
13714.0,2010-08-31 13:57:00,1,161.35,464,1,1,1,111,💤 Lost / Need Attention
13715.0,2011-03-03 19:21:00,17,8153.04,280,2,5,5,255,📈 Potential Loyalists
13716.0,2011-03-15 13:49:00,1,138.28,268,2,1,1,211,💤 Lost / Need Attention
13717.0,2011-11-07 14:13:00,8,1763.3,31,4,4,4,444,👑 Champions
13718.0,2011-04-07 13:24:00,2,306.55,245,2,2,2,222,📈 Potential Loyalists
13719.0,2011-11-24 15:26:00,11,2783.08,14,5,5,4,554,👑 Champions
13720.0,2011-08-15 12:46:00,4,799.9,116,3,3,3,333,💎 Loyal Customers
13721.0,2011-11-03 14:05:00,2,741.54,35,4,2,3,423,📈 Potential Loyalists
13722.0,2011-07-31 12:44:00,10,5635.41,131,3,5,5,355,💎 Loyal Customers
13723.0,2011-05-06 17:04:00,6,1194.08,216,2,4,3,243,📈 Potential Loyalists
13724.0,2010-03-12 15:28:00,1,213.01,636,1,1,1,111,💤 Lost / Need Attention
13725.0,2011-10-21 10:03:00,8,1980.56,49,4,4,4,444,👑 Champions
13726.0,2011-11-01 10:49:00,2,1079.66,38,4,2,3,423,📈 Potential Loyalists
13727.0,2011-11-11 09:46:00,8,1074.15,28,4,4,3,443,💎 Loyal Customers
13728.0,2011-11-03 10:49:00,16,2855.17,36,4,5,4,454,👑 Champions
13729.0,2010-09-30 10:44:00,3,724.73,435,1,3,3,133,⚠️ At Risk
13730.0,2011-07-27 08:35:00,2,752.6,135,3,2,3,323,📈 Potential Loyalists
13731.0,2011-05-04 14:33:00,2,610.59,218,2,2,3,223,📈 Potential Loyalists
13732.0,2011-11-11 15:49:00,1,491.86,27,4,1,2,412,💤 Lost / Need Attention
13733.0,2010-10-25 12:18:00,2,487.03000000000003,410,2,2,2,222,📈 Potential Loyalists
13734.0,2010-07-19 12:04:00,4,6695.6900000000005,508,1,3,5,135,⚠️ At Risk
13735.0,2011-11-15 11:14:00,13,9762.77,24,4,5,5,455,👑 Champions
13736.0,2011-12-04 15:19:00,7,2752.47,4,5,4,4,544,👑 Champions
13737.0,2011-05-23 16:32:00,1,339.59999999999997,199,2,1,2,212,💤 Lost / Need Attention
13738.0,2010-11-08 15:23:00,1,434.78000000000003,395,2,1,2,212,💤 Lost / Need Attention
13739.0,2011-11-21 13:35:00,2,292.2,17,5,2,2,522,📈 Potential Loyalists
13740.0,2011-04-13 10:32:00,5,1582.77,240,2,4,4,244,📈 Potential Loyalists
13741.0,2011-09-29 09:19:00,3,668.4300000000001,71,3,3,3,333,💎 Loyal Customers
13742.0,2011-11-23 11:07:00,12,3107.87,16,5,5,5,555,👑 Champions
13743.0,2011-12-07 10:09:00,7,1341.6,2,5,4,4,544,👑 Champions
13744.0,2011-09-05 15:19:00,2,1080.52,94,3,2,3,323,📈 Potential Loyalists
13745.0,2011-06-30 16:43:00,2,777.36,161,3,2,3,323,📈 Potential Loyalists
13746.0,2010-10-22 11:55:00,1,176.69,413,1,1,1,111,💤 Lost / Need Attention
13747.0,2010-12-01 10:37:00,2,169.79999999999998,373,2,2,1,221,💤 Lost / Need Attention
13748.0,2011-09-05 09:45:00,9,2064.35,95,3,5,4,354,💎 Loyal Customers
13750.0,2011-10-17 12:16:00,11,3602.1800000000003,53,4,5,5,455,👑 Champions
13751.0,2011-02-24 15:56:00,1,296.25,287,2,1,2,212,💤 Lost / Need Attention
13752.0,2011-08-07 14:16:00,7,1579.8300000000002,123,3,4,4,344,💎 Loyal Customers
13753.0,2011-02-25 12:48:00,4,2094.57,287,2,3,4,234,📈 Potential Loyalists
13754.0,2011-07-11 11:51:00,3,447.05,151,3,3,2,332,📈 Potential Loyalists
13755.0,2011-12-06 12:26:00,9,2108.06,3,5,5,4,554,👑 Champions
13756.0,2011-12-07 16:44:00,23,8655.95,1,5,5,5,555,👑 Champions
13757.0,2010-02-03 12:37:00,1,195.55,674,1,1,1,111,💤 Lost / Need Attention
13758.0,2011-11-28 11:11:00,15,8698.13,11,5,5,5,555,👑 Champions
13759.0,2011-11-06 14:47:00,2,659.41,32,4,2,3,423,📈 Potential Loyalists
13760.0,2011-10-16 16:13:00,5,1363.64,53,4,4,4,444,👑 Champions
13761.0,2011-10-20 14:01:00,6,1952.17,49,4,4,4,444,👑 Champions
13762.0,2011-05-05 09:15:00,5,2472.48,218,2,4,4,244,📈 Potential Loyalists
13763.0,2011-10-07 15:13:00,3,5217.44,62,3,3,5,335,💎 Loyal Customers
13764.0,2011-09-30 12:03:00,6,2919.62,70,3,4,5,345,💎 Loyal Customers
13765.0,2010-02-24 13:46:00,1,352.821,652,1,1,2,112,💤 Lost / Need Attention
13766.0,2010-08-01 14:25:00,1,190.35,494,1,1,1,111,💤 Lost / Need Attention
13767.0,2011-12-07 15:00:00,73,33903.57,1,5,5,5,555,👑 Champions
13768.0,2009-12-13 10:41:00,2,875.97,726,1,2,3,123,💤 Lost / Need Attention
13769.0,2011-12-07 15:08:00,20,5478.12,1,5,5,5,555,👑 Champions
13770.0,2010-10-13 15:10:00,4,785.37,421,1,3,3,133,⚠️ At Risk
13771.0,2011-10-06 14:18:00,9,5728.82,63,3,5,5,355,💎 Loyal Customers
13772.0,2011-11-06 11:43:00,8,3100.02,33,4,4,5,445,👑 Champions
13773.0,2010-11-08 11:49:00,2,301.54,396,2,2,2,222,📈 Potential Loyalists
13774.0,2011-09-19 12:06:00,1,345.0,81,3,1,2,312,💤 Lost / Need Attention
13775.0,2010-04-28 12:15:00,1,1049.66,590,1,1,3,113,💤 Lost / Need Attention
13776.0,2010-10-07 16:11:00,2,623.98,427,1,2,3,123,💤 Lost / Need Attention
13777.0,2011-12-09 12:25:00,61,49638.26,0,5,5,5,555,👑 Champions
13778.0,2011-08-28 15:25:00,4,1124.49,102,3,3,3,333,💎 Loyal Customers
13779.0,2010-07-12 11:24:00,1,161.13,515,1,1,1,111,💤 Lost / Need Attention
13780.0,2011-12-02 13:49:00,3,732.07,6,5,3,3,533,💎 Loyal Customers
13781.0,2011-04-03 12:08:00,3,778.83,250,2,3,3,233,📈 Potential Loyalists
13782.0,2011-11-27 11:54:00,13,1786.08,12,5,5,4,554,👑 Champions
13783.0,2010-08-09 09:23:00,4,1542.09,487,1,3,4,134,⚠️ At Risk
13784.0,2011-11-30 09:33:00,14,2910.23,9,5,5,5,555,👑 Champions
13785.0,2010-10-07 09:25:00,4,542.49,428,1,3,2,132,💤 Lost / Need Attention
13786.0,2010-12-07 13:53:00,6,3127.99,366,2,4,5,245,📈 Potential Loyalists
13787.0,2011-09-25 12:06:00,6,1222.5,75,3,4,4,344,💎 Loyal Customers
13788.0,2010-07-22 15:50:00,1,3.75,504,1,1,1,111,💤 Lost / Need Attention
13789.0,2010-11-16 15:31:00,1,239.45999999999998,387,2,1,1,211,💤 Lost / Need Attention
13790.0,2011-12-05 15:48:00,1,348.8,3,5,1,2,512,💤 Lost / Need Attention
13791.0,2011-08-04 11:44:00,2,1516.0,127,3,2,4,324,📈 Potential Loyalists
13792.0,2011-10-04 14:31:00,3,383.95,65,3,3,2,332,📈 Potential Loyalists
13793.0,2010-03-03 08:25:00,1,96.0,646,1,1,1,111,💤 Lost / Need Attention
13794.0,2010-06-11 12:30:00,1,126.03,546,1,1,1,111,💤 Lost / Need Attention
13795.0,2010-11-16 17:25:00,4,836.3,387,2,3,3,233,📈 Potential Loyalists
13796.0,2010-07-28 14:45:00,1,289.7,498,1,1,2,112,💤 Lost / Need Attention
13797.0,2010-09-29 10:34:00,3,1179.45,436,1,3,3,133,⚠️ At Risk
13798.0,2011-12-08 15:51:00,110,75428.87,0,5,5,5,555,👑 Champions
13799.0,2011-08-15 12:07:00,9,2803.57,116,3,5,4,354,💎 Loyal Customers
13800.0,2011-02-03 12:27:00,3,1679.56,309,2,3,4,234,📈 Potential Loyalists
13801.0,2011-10-04 10:15:00,1,324.8,66,3,1,2,312,💤 Lost / Need Attention
13802.0,2011-07-24 10:54:00,19,26259.11,138,3,5,5,355,💎 Loyal Customers
13803.0,2011-03-29 12:57:00,3,1338.91,254,2,3,4,234,📈 Potential Loyalists
13804.0,2011-11-09 12:32:00,9,3161.12,30,4,5,5,455,👑 Champions
13805.0,2011-10-18 14:50:00,2,924.6,51,4,2,3,423,📈 Potential Loyalists
13806.0,2011-10-07 11:43:00,1,256.38,63,3,1,1,311,💤 Lost / Need Attention
13807.0,2010-12-07 15:48:00,3,422.2,366,2,3,2,232,📈 Potential Loyalists
13808.0,2011-12-04 12:18:00,5,1747.66,5,5,4,4,544,👑 Champions
13809.0,2011-02-07 13:15:00,3,679.7,304,2,3,3,233,📈 Potential Loyalists
13810.0,2011-11-11 08:33:00,3,1499.01,28,4,3,4,434,💎 Loyal Customers
13811.0,2011-06-09 09:54:00,3,814.5,183,3,3,3,333,💎 Loyal Customers
13812.0,2011-10-28 14:27:00,3,539.0,41,4,3,2,432,📈 Potential Loyalists
13813.0,2011-10-31 10:38:00,8,2765.4700000000003,39,4,4,4,444,👑 Champions
13814.0,2011-09-08 13:48:00,3,2257.32,91,3,3,4,334,💎 Loyal Customers
13815.0,2011-11-17 14:19:00,8,7475.74,21,4,4,5,445,👑 Champions
13816.0,2011-11-16 08:38:00,2,571.67,23,4,2,2,422,📈 Potential Loyalists
13817.0,2011-11-10 17:49:00,2,382.98,28,4,2,2,422,📈 Potential Loyalists
13818.0,2010-10-06 12:35:00,1,61.28,429,1,1,1,111,💤 Lost / Need Attention
13819.0,2011-02-11 10:38:00,6,2642.35,301,2,4,4,244,📈 Potential Loyalists
13820.0,2010-10-17 13:46:00,3,652.75,417,1,3,3,133,⚠️ At Risk
13821.0,2011-07-18 09:49:00,6,1379.08,144,3,4,4,344,💎 Loyal Customers
13822.0,2011-12-04 12:13:00,2,632.0,5,5,2,3,523,📈 Potential Loyalists
13823.0,2011-11-21 10:22:00,7,3403.4500000000003,18,5,4,5,545,👑 Champions
13824.0,2011-11-07 12:41:00,12,3314.76,32,4,5,5,455,👑 Champions
13825.0,2010-03-28 11:02:00,2,255.59,621,1,2,1,121,💤 Lost / Need Attention
13826.0,2011-06-16 13:48:00,1,189.5,175,3,1,1,311,💤 Lost / Need Attention
13827.0,2011-10-13 12:38:00,3,409.8,57,4,3,2,432,📈 Potential Loyalists
13828.0,2011-11-17 16:02:00,1,209.49,21,4,1,1,411,💤 Lost / Need Attention
13829.0,2010-10-14 18:19:00,1,102.0,420,1,1,1,111,💤 Lost / Need Attention
13830.0,2010-05-07 12:24:00,1,156.85000000000002,581,1,1,1,111,💤 Lost / Need Attention
13831.0,2011-11-23 15:41:00,18,6585.54,15,5,5,5,555,👑 Champions
13832.0,2011-11-20 15:36:00,2,609.89,18,5,2,3,523,📈 Potential Loyalists
13833.0,2011-07-03 13:27:00,2,700.41,158,3,2,3,323,📈 Potential Loyalists
13834.0,2010-05-12 10:27:00,2,324.19,576,1,2,2,122,💤 Lost / Need Attention
13835.0,2011-11-14 15:37:00,7,1095.27,24,4,4,3,443,💎 Loyal Customers
13836.0,2010-11-05 13:31:00,2,620.37,398,2,2,3,223,📈 Potential Loyalists
13837.0,2011-05-12 12:10:00,2,266.59000000000003,211,2,2,1,221,💤 Lost / Need Attention
13838.0,2011-12-04 11:00:00,10,1690.07,5,5,5,4,554,👑 Champions
13839.0,2010-08-10 13:52:00,1,139.95000000000002,485,1,1,1,111,💤 Lost / Need Attention
13840.0,2010-10-19 13:34:00,1,651.4,415,1,1,3,113,💤 Lost / Need Attention
13841.0,2011-04-01 12:10:00,1,85.0,252,2,1,1,211,💤 Lost / Need Attention
13842.0,2011-10-12 10:51:00,18,5319.34,58,4,5,5,455,👑 Champions
13843.0,2010-11-23 17:48:00,1,319.75,380,2,1,2,212,💤 Lost / Need Attention
13844.0,2011-11-28 13:21:00,1,361.62,10,5,1,2,512,💤 Lost / Need Attention
13845.0,2011-10-06 08:25:00,1,312.98,64,3,1,2,312,💤 Lost / Need Attention
13846.0,2011-11-15 12:07:00,4,1307.79,24,4,3,4,434,💎 Loyal Customers
13847.0,2009-12-20 10:41:00,1,310.72,719,1,1,2,112,💤 Lost / Need Attention
13848.0,2011-09-08 12:58:00,8,3015.0,91,3,4,5,345,💎 Loyal Customers
13849.0,2011-10-19 10:59:00,5,3469.3,51,4,4,5,445,👑 Champions
13850.0,2011-08-02 14:04:00,1,1595.48,128,3,1,4,314,💤 Lost / Need Attention
13851.0,2011-09-05 12:36:00,8,4606.46,95,3,4,5,345,💎 Loyal Customers
13852.0,2010-04-08 09:06:00,1,187.35000000000002,610,1,1,1,111,💤 Lost / Need Attention
13853.0,2011-10-13 14:18:00,1,1090.14,56,4,1,3,413,💤 Lost / Need Attention
13854.0,2011-12-01 09:06:00,39,11944.56,8,5,5,5,555,👑 Champions
13855.0,2010-07-27 09:53:00,4,1310.3400000000001,500,1,3,4,134,⚠️ At Risk
13856.0,2011-06-24 10:03:00,11,1142.03,168,3,5,3,353,💎 Loyal Customers
13857.0,2010-11-11 12:54:00,6,1001.01,392,2,4,3,243,📈 Potential Loyalists
13858.0,2011-10-13 16:17:00,1,216.17,56,4,1,1,411,💤 Lost / Need Attention
13859.0,2011-01-17 16:14:00,2,515.86,325,2,2,2,222,📈 Potential Loyalists
13860.0,2011-12-08 12:57:00,5,1245.9,0,5,4,4,544,👑 Champions
13861.0,2010-10-06 14:20:00,2,273.26,428,1,2,1,121,💤 Lost / Need Attention
13862.0,2011-11-21 16:24:00,9,2556.09,17,5,5,4,554,👑 Champions
13863.0,2011-04-06 10:20:00,4,1239.55,247,2,3,4,234,📈 Potential Loyalists
13864.0,2010-11-18 12:50:00,1,662.4000000000001,386,2,1,3,213,💤 Lost / Need Attention
13865.0,2011-10-12 13:31:00,4,501.56,57,4,3,2,432,📈 Potential Loyalists
13866.0,2011-09-26 14:54:00,1,145.67000000000002,73,3,1,1,311,💤 Lost / Need Attention
13867.0,2011-11-08 15:48:00,3,1005.09,30,4,3,3,433,💎 Loyal Customers
13868.0,2011-12-02 16:32:00,2,3192.54,6,5,2,5,525,📈 Potential Loyalists
13869.0,2011-08-08 13:53:00,10,7996.87,122,3,5,5,355,💎 Loyal Customers
13870.0,2011-12-07 13:23:00,15,5712.08,1,5,5,5,555,👑 Champions
13871.0,2011-11-17 10:49:00,17,7885.85,22,4,5,5,455,👑 Champions
13872.0,2010-06-30 15:35:00,3,919.57,526,1,3,3,133,⚠️ At Risk
13873.0,2011-08-12 10:08:00,8,1038.92,119,3,4,3,343,💎 Loyal Customers
13874.0,2010-12-16 18:20:00,7,2049.15,357,2,4,4,244,📈 Potential Loyalists
13875.0,2011-10-17 09:36:00,14,4814.37,53,4,5,5,455,👑 Champions
13876.0,2011-10-07 10:22:00,1,122.7,63,3,1,1,311,💤 Lost / Need Attention
13877.0,2011-09-14 15:49:00,3,449.68,85,3,3,2,332,📈 Potential Loyalists
13878.0,2011-10-16 12:19:00,4,2416.9,54,4,3,4,434,💎 Loyal Customers
13879.0,2010-03-04 10:49:00,1,395.5,645,1,1,2,112,💤 Lost / Need Attention
13880.0,2011-11-18 13:44:00,17,4293.86,20,4,5,5,455,👑 Champions
13881.0,2011-12-06 12:50:00,43,45179.1,3,5,5,5,555,👑 Champions
13882.0,2011-12-07 11:16:00,5,1191.13,2,5,4,3,543,💎 Loyal Customers
13883.0,2011-11-29 10:45:00,15,6560.02,10,5,5,5,555,👑 Champions
13884.0,2011-12-02 16:30:00,10,1825.03,6,5,5,4,554,👑 Champions
13885.0,2011-06-03 15:07:00,2,506.8,188,3,2,2,322,📈 Potential Loyalists
13886.0,2011-09-29 13:17:00,1,243.56,70,3,1,1,311,💤 Lost / Need Attention
13887.0,2011-05-19 17:22:00,1,349.55,203,2,1,2,212,💤 Lost / Need Attention
13888.0,2011-08-12 10:13:00,7,2001.59,119,3,4,4,344,💎 Loyal Customers
13889.0,2011-09-08 09:13:00,6,1991.23,92,3,4,4,344,💎 Loyal Customers
13890.0,2011-12-08 15:36:00,14,2927.38,0,5,5,5,555,👑 Champions
13891.0,2010-11-26 15:57:00,3,859.21,377,2,3,3,233,📈 Potential Loyalists
